  N levels =   24          CBMF=    21.406     SST=    6.56 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.092       3.017335     0.048    0.00       0.866
    950.0    -1.006       2.858296     0.051    0.00       1.385
    900.0    -4.778       2.036680     0.053    0.00       1.421
    850.0    -8.329       1.359136     0.056    0.00       1.506
    800.0   -11.980       0.855358     0.057    0.00       1.606
    750.0   -15.764       0.446842     0.059    0.00       1.576
    700.0   -19.736       0.230689     0.060    0.00       1.472
    650.0   -24.194       0.127777     0.061    0.00       1.319
    600.0   -29.104       0.066498     0.063    0.00       1.132
    550.0   -34.483       0.025925     0.066    0.00       0.728
    500.0   -40.512       0.019550     0.069    0.00       0.554
    450.0   -47.177       0.016627     0.073    0.00       0.501
    400.0   -54.493       0.014194     0.077    0.00       0.365
    350.0   -62.583       0.013314     0.085    0.00       0.365
    300.0   -71.189       0.004549     0.096    0.00       0.073
    250.0   -74.917       0.003076     0.117    0.00       0.039
    200.0   -73.532       0.001000     0.153    0.00       0.001
    150.0   -74.089       0.001000     0.202    0.00       0.003
    100.0   -72.228       0.001000     0.405    0.00      -0.003
     80.0   -68.758       0.001000     0.755    0.00      -0.015
     60.0   -61.011       0.001000     2.042    0.00      -0.040
     40.0   -50.727       0.001000     5.238    0.00      -0.074
     30.0   -42.464       0.001000     8.440    0.00      -0.102
     25.0   -26.065       0.001000    10.124    0.00      -0.156
