 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.989                  2.990                  0.658              
   950.000                 -1.108                  2.830                  0.833              
   900.000                 -4.893                  2.008                  0.741              
   850.000                 -8.451                  1.343                  0.659              
   800.000                -12.110                  0.844                  0.556              
   750.000                -15.878                  0.453                  0.430              
   700.000                -19.887                  0.239                  0.326              
   650.000                -24.358                  0.127                  0.259              
   600.000                -29.255                  0.062                  0.217              
   550.000                -34.626                  0.025                  0.183              
   500.000                -40.660                  0.019                  0.211              
   450.000                -47.324                  0.016                  0.308              
   400.000                -54.638                  0.014                  0.475              
   350.000                -62.723                  0.013                  0.808              
   300.000                -71.310                  0.004                  0.892              
   250.000                -74.962                  0.003                  0.949              
   200.000                -73.589                  0.001                  0.290              
   150.000                -74.144                  0.001                  0.192              
   100.000                -72.276                  0.001                  0.070              
    80.000                -68.801                  0.001                  0.034              
    60.000                -61.050                  0.001                  0.009              
    40.000                -50.759                  0.001                  0.002              
    30.000                -42.489                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
