 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.983                  2.987                  0.669              
   950.000                 -1.115                  2.827                  0.845              
   900.000                 -4.900                  2.007                  0.750              
   850.000                 -8.456                  1.341                  0.673              
   800.000                -12.108                  0.848                  0.577              
   750.000                -15.888                  0.478                  0.458              
   700.000                -19.949                  0.240                  0.362              
   650.000                -24.386                  0.114                  0.298              
   600.000                -29.247                  0.053                  0.256              
   550.000                -34.621                  0.025                  0.222              
   500.000                -40.666                  0.019                  0.243              
   450.000                -47.330                  0.016                  0.325              
   400.000                -54.646                  0.014                  0.473              
   350.000                -62.732                  0.013                  0.784              
   300.000                -71.318                  0.004                  0.849              
   250.000                -74.965                  0.003                  0.888              
   200.000                -73.593                  0.001                  0.290              
   150.000                -74.148                  0.001                  0.244              
   100.000                -72.280                  0.001                  0.144              
    80.000                -68.804                  0.001                  0.031              
    60.000                -61.053                  0.001                  0.009              
    40.000                -50.762                  0.001                  0.002              
    30.000                -42.490                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
