  N levels =   24          CBMF=    19.383     SST=   10.27 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     7.471       4.249120     0.048    0.00       1.032
    950.0     3.375       4.061212     0.051    0.00       1.338
    900.0    -0.318       3.195899     0.053    0.00       1.349
    850.0    -3.829       2.291347     0.056    0.00       1.441
    800.0    -7.278       1.386253     0.057    0.00       1.589
    750.0   -10.643       0.705588     0.059    0.00       1.591
    700.0   -14.354       0.350473     0.060    0.00       1.485
    650.0   -18.484       0.220410     0.061    0.00       1.322
    600.0   -23.207       0.131089     0.063    0.00       1.114
    550.0   -28.517       0.077890     0.066    0.00       0.893
    500.0   -34.486       0.056527     0.069    0.00       0.774
    450.0   -41.303       0.117683     0.073    0.00       0.771
    400.0   -48.844       0.100141     0.077    0.00       0.669
    350.0   -57.044       0.021492     0.085    0.00       0.520
    300.0   -66.052       0.009664     0.096    0.00       0.314
    250.0   -73.526       0.003800     0.117    0.00       0.033
    200.0   -71.532       0.001000     0.153    0.00       0.020
    150.0   -72.716       0.001000     0.202    0.00      -0.001
    100.0   -72.773       0.001000     0.405    0.00      -0.001
     80.0   -71.270       0.001000     0.755    0.00      -0.005
     60.0   -66.384       0.001000     2.042    0.00      -0.017
     40.0   -59.767       0.001000     5.238    0.00      -0.033
     30.0   -55.529       0.001000     8.440    0.00      -0.044
     25.0   -49.740       0.001000    10.124    0.00      -0.059
