 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.035                  3.002                  0.627              
   950.000                 -1.062                  2.842                  0.797              
   900.000                 -4.843                  2.019                  0.733              
   850.000                 -8.398                  1.347                  0.642              
   800.000                -12.049                  0.846                  0.530              
   750.000                -15.819                  0.458                  0.390              
   700.000                -19.829                  0.243                  0.277              
   650.000                -24.304                  0.128                  0.210              
   600.000                -29.196                  0.061                  0.176              
   550.000                -34.562                  0.025                  0.145              
   500.000                -40.598                  0.019                  0.183              
   450.000                -47.263                  0.016                  0.302              
   400.000                -54.580                  0.014                  0.526              
   350.000                -62.669                  0.013                  0.935              
   300.000                -71.258                  0.004                  1.002              
   250.000                -74.946                  0.003                  1.000              
   200.000                -73.567                  0.001                  0.201              
   150.000                -74.122                  0.001                  0.163              
   100.000                -72.257                  0.001                  0.088              
    80.000                -68.784                  0.001                  0.046              
    60.000                -61.035                  0.001                  0.013              
    40.000                -50.747                  0.001                  0.003              
    30.000                -42.481                  0.001                  0.001              
    25.000                -26.081                  0.001                  0.000              
