 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 21.262                 12.333                  0.785              
   950.000                 17.063                 12.094                  0.969              
   900.000                 15.030                  9.313                  0.813              
   850.000                 12.283                  7.628                  0.772              
   800.000                  9.593                  6.018                  0.719              
   750.000                  6.856                  4.697                  0.675              
   700.000                  3.725                  3.724                  0.642              
   650.000                  0.169                  2.955                  0.612              
   600.000                 -3.867                  2.213                  0.576              
   550.000                 -7.814                  1.561                  0.543              
   500.000                -12.532                  1.184                  0.517              
   450.000                -18.139                  0.736                  0.494              
   400.000                -24.653                  0.330                  0.422              
   350.000                -32.439                  0.176                  0.387              
   300.000                -41.701                  0.112                  0.332              
   250.000                -52.628                  0.061                  0.487              
   200.000                -65.556                  0.016                  0.796              
   150.000                -69.439                  0.001                  0.748              
   100.000                -66.720                  0.001                  0.278              
    80.000                -62.872                  0.001                  0.036              
    60.000                -55.396                  0.001                  0.013              
    40.000                -45.934                  0.001                  0.004              
    30.000                -39.193                  0.001                  0.002              
    25.000                -26.857                  0.001                  0.001              
