 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.973                  2.984                  0.637              
   950.000                 -1.125                  2.824                  0.811              
   900.000                 -4.911                  2.005                  0.730              
   850.000                 -8.466                  1.339                  0.641              
   800.000                -12.118                  0.848                  0.532              
   750.000                -15.903                  0.481                  0.395              
   700.000                -19.969                  0.237                  0.282              
   650.000                -24.396                  0.111                  0.210              
   600.000                -29.254                  0.053                  0.169              
   550.000                -34.634                  0.025                  0.135              
   500.000                -40.680                  0.019                  0.169              
   450.000                -47.346                  0.016                  0.280              
   400.000                -54.662                  0.014                  0.483              
   350.000                -62.751                  0.013                  0.900              
   300.000                -71.330                  0.004                  0.991              
   250.000                -74.971                  0.003                  1.005              
   200.000                -73.600                  0.001                  0.189              
   150.000                -74.155                  0.001                  0.149              
   100.000                -72.285                  0.001                  0.077              
    80.000                -68.809                  0.001                  0.039              
    60.000                -61.057                  0.001                  0.011              
    40.000                -50.765                  0.001                  0.002              
    30.000                -42.493                  0.001                  0.001              
    25.000                -26.078                  0.001                  0.000              
