 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.177                  3.514                  0.698              
   950.000                  1.089                  3.337                  0.874              
   900.000                 -2.709                  2.497                  0.757              
   850.000                 -6.241                  1.743                  0.695              
   800.000                 -9.791                  1.111                  0.599              
   750.000                -13.392                  0.579                  0.485              
   700.000                -17.203                  0.327                  0.394              
   650.000                -21.611                  0.200                  0.331              
   600.000                -26.448                  0.121                  0.287              
   550.000                -31.802                  0.069                  0.269              
   500.000                -37.762                  0.040                  0.296              
   450.000                -44.493                  0.055                  0.407              
   400.000                -51.918                  0.057                  0.554              
   350.000                -60.137                  0.018                  0.621              
   300.000                -68.842                  0.006                  0.798              
   250.000                -73.890                  0.004                  0.929              
   200.000                -71.493                  0.001                  0.422              
   150.000                -71.870                  0.001                  0.187              
   100.000                -70.340                  0.001                  0.052              
    80.000                -67.170                  0.001                  0.029              
    60.000                -59.763                  0.001                  0.010              
    40.000                -49.840                  0.001                  0.002              
    30.000                -41.922                  0.001                  0.001              
    25.000                -26.219                  0.001                  0.000              
