  N levels =   24          CBMF=    20.715     SST=    8.28 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     5.177       3.514193     0.048    0.00       1.422
    950.0     1.089       3.336553     0.051    0.00       1.599
    900.0    -2.709       2.497023     0.053    0.00       1.609
    850.0    -6.241       1.743433     0.056    0.00       1.564
    800.0    -9.791       1.111352     0.057    0.00       1.609
    750.0   -13.392       0.578919     0.059    0.00       1.587
    700.0   -17.203       0.327487     0.060    0.00       1.512
    650.0   -21.611       0.200469     0.061    0.00       1.407
    600.0   -26.448       0.120541     0.063    0.00       1.268
    550.0   -31.802       0.068529     0.066    0.00       1.126
    500.0   -37.762       0.040498     0.069    0.00       1.076
    450.0   -44.493       0.054873     0.073    0.00       1.130
    400.0   -51.918       0.056876     0.077    0.00       1.052
    350.0   -60.137       0.017649     0.085    0.00       0.892
    300.0   -68.842       0.006443     0.096    0.00       0.625
    250.0   -73.890       0.003609     0.117    0.00       0.390
    200.0   -71.493       0.001000     0.153    0.00       0.178
    150.0   -71.870       0.001000     0.202    0.00       0.042
    100.0   -70.340       0.001000     0.405    0.00      -0.009
     80.0   -67.170       0.001000     0.755    0.00      -0.020
     60.0   -59.763       0.001000     2.042    0.00      -0.045
     40.0   -49.840       0.001000     5.238    0.00      -0.078
     30.0   -41.922       0.001000     8.440    0.00      -0.104
     25.0   -26.219       0.001000    10.124    0.00      -0.156
