  N levels =   24          CBMF=    21.507     SST=    6.50 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.026       2.999402     0.048    0.00       1.072
    950.0    -1.071       2.839898     0.051    0.00       1.486
    900.0    -4.853       2.016892     0.053    0.00       1.500
    850.0    -8.409       1.345826     0.056    0.00       1.532
    800.0   -12.060       0.844847     0.057    0.00       1.608
    750.0   -15.829       0.458512     0.059    0.00       1.586
    700.0   -19.843       0.243373     0.060    0.00       1.497
    650.0   -24.316       0.127540     0.061    0.00       1.367
    600.0   -29.209       0.060836     0.063    0.00       1.198
    550.0   -34.575       0.025326     0.066    0.00       0.875
    500.0   -40.610       0.019301     0.069    0.00       0.747
    450.0   -47.276       0.016355     0.073    0.00       0.729
    400.0   -54.592       0.013951     0.077    0.00       0.615
    350.0   -62.681       0.013455     0.085    0.00       0.555
    300.0   -71.269       0.004478     0.096    0.00       0.272
    250.0   -74.950       0.003061     0.117    0.00       0.151
    200.0   -73.572       0.001000     0.153    0.00       0.062
    150.0   -74.127       0.001000     0.202    0.00       0.018
    100.0   -72.261       0.001000     0.405    0.00      -0.001
     80.0   -68.788       0.001000     0.755    0.00      -0.007
     60.0   -61.038       0.001000     2.042    0.00      -0.020
     40.0   -50.750       0.001000     5.238    0.00      -0.037
     30.0   -42.482       0.001000     8.440    0.00      -0.051
     25.0   -26.081       0.001000    10.124    0.00      -0.079
