 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.967                  2.983                  0.628              
   950.000                 -1.131                  2.823                  0.801              
   900.000                 -4.916                  2.007                  0.727              
   850.000                 -8.470                  1.341                  0.635              
   800.000                -12.126                  0.851                  0.525              
   750.000                -15.924                  0.473                  0.383              
   700.000                -19.970                  0.223                  0.269              
   650.000                -24.372                  0.106                  0.200              
   600.000                -29.241                  0.058                  0.162              
   550.000                -34.642                  0.025                  0.129              
   500.000                -40.684                  0.019                  0.167              
   450.000                -47.350                  0.016                  0.278              
   400.000                -54.668                  0.014                  0.488              
   350.000                -62.756                  0.013                  0.941              
   300.000                -71.335                  0.004                  1.007              
   250.000                -74.972                  0.003                  1.000              
   200.000                -73.602                  0.001                  0.193              
   150.000                -74.157                  0.001                  0.157              
   100.000                -72.287                  0.001                  0.083              
    80.000                -68.811                  0.001                  0.042              
    60.000                -61.059                  0.001                  0.011              
    40.000                -50.766                  0.001                  0.002              
    30.000                -42.493                  0.001                  0.001              
    25.000                -26.078                  0.001                  0.000              
