  N levels =   24          CBMF=    20.480     SST=    8.83 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     5.829       3.719566     0.048    0.00       1.009
    950.0     1.738       3.542492     0.051    0.00       1.337
    900.0    -2.046       2.724513     0.053    0.00       1.379
    850.0    -5.606       1.922668     0.056    0.00       1.471
    800.0    -9.151       1.141405     0.057    0.00       1.601
    750.0   -12.616       0.534908     0.059    0.00       1.582
    700.0   -16.443       0.240095     0.060    0.00       1.440
    650.0   -20.720       0.138984     0.061    0.00       1.273
    600.0   -25.545       0.083187     0.063    0.00       1.066
    550.0   -30.887       0.031508     0.066    0.00       0.847
    500.0   -36.829       0.023654     0.069    0.00       0.726
    450.0   -43.470       0.030428     0.073    0.00       0.717
    400.0   -50.842       0.050196     0.077    0.00       0.562
    350.0   -59.067       0.017968     0.085    0.00       0.471
    300.0   -68.031       0.007253     0.096    0.00       0.210
    250.0   -74.002       0.003542     0.117    0.00       0.055
    200.0   -72.445       0.001000     0.153    0.00       0.011
    150.0   -73.463       0.001000     0.202    0.00       0.002
    100.0   -72.643       0.001000     0.405    0.00      -0.002
     80.0   -70.124       0.001000     0.755    0.00      -0.015
     60.0   -63.710       0.001000     2.042    0.00      -0.047
     40.0   -55.136       0.001000     5.238    0.00      -0.090
     30.0   -48.763       0.001000     8.440    0.00      -0.122
     25.0   -37.524       0.001000    10.124    0.00      -0.177
