  N levels =   24          CBMF=    21.069     SST=    6.86 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.438       3.110983     0.048    0.00       1.358
    950.0    -0.660       2.952747     0.051    0.00       1.489
    900.0    -4.403       2.122163     0.053    0.00       1.598
    850.0    -7.934       1.416475     0.056    0.00       1.580
    800.0   -11.558       0.896799     0.057    0.00       1.649
    750.0   -15.349       0.490613     0.059    0.00       1.628
    700.0   -19.341       0.230828     0.060    0.00       1.557
    650.0   -23.725       0.121443     0.061    0.00       1.452
    600.0   -28.607       0.067456     0.063    0.00       1.321
    550.0   -33.993       0.026973     0.066    0.00       1.128
    500.0   -40.024       0.020138     0.069    0.00       1.061
    450.0   -46.700       0.017548     0.073    0.00       1.093
    400.0   -54.028       0.015080     0.077    0.00       1.015
    350.0   -62.137       0.014160     0.085    0.00       0.976
    300.0   -70.764       0.004845     0.096    0.00       0.719
    250.0   -74.623       0.003221     0.117    0.00       0.513
    200.0   -72.914       0.001000     0.153    0.00       0.336
    150.0   -73.400       0.001000     0.202    0.00       0.179
    100.0   -71.669       0.001000     0.405    0.00       0.014
     80.0   -68.305       0.001000     0.755    0.00      -0.010
     60.0   -60.669       0.001000     2.042    0.00      -0.025
     40.0   -50.527       0.001000     5.238    0.00      -0.045
     30.0   -42.355       0.001000     8.440    0.00      -0.062
     25.0   -26.112       0.001000    10.124    0.00      -0.094
