 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.438                  3.111                  0.691              
   950.000                 -0.660                  2.953                  0.866              
   900.000                 -4.403                  2.122                  0.762              
   850.000                 -7.934                  1.416                  0.696              
   800.000                -11.558                  0.897                  0.604              
   750.000                -15.349                  0.491                  0.493              
   700.000                -19.341                  0.231                  0.404              
   650.000                -23.725                  0.121                  0.342              
   600.000                -28.607                  0.067                  0.300              
   550.000                -33.993                  0.027                  0.274              
   500.000                -40.024                  0.020                  0.293              
   450.000                -46.700                  0.018                  0.380              
   400.000                -54.028                  0.015                  0.512              
   350.000                -62.137                  0.014                  0.680              
   300.000                -70.764                  0.005                  0.784              
   250.000                -74.623                  0.003                  0.849              
   200.000                -72.914                  0.001                  0.336              
   150.000                -73.400                  0.001                  0.281              
   100.000                -71.669                  0.001                  0.151              
    80.000                -68.305                  0.001                  0.028              
    60.000                -60.669                  0.001                  0.008              
    40.000                -50.527                  0.001                  0.002              
    30.000                -42.355                  0.001                  0.001              
    25.000                -26.112                  0.001                  0.000              
