 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 16.769                  8.882                  0.776              
   950.000                 12.611                  8.653                  0.960              
   900.000                 10.060                  6.382                  0.801              
   850.000                  6.955                  4.995                  0.756              
   800.000                  3.817                  3.799                  0.697              
   750.000                  0.546                  2.767                  0.646              
   700.000                 -2.875                  1.865                  0.606              
   650.000                 -6.183                  1.142                  0.564              
   600.000                 -9.914                  0.676                  0.517              
   550.000                -14.298                  0.406                  0.482              
   500.000                -19.579                  0.284                  0.467              
   450.000                -25.957                  0.270                  0.465              
   400.000                -33.347                  0.184                  0.437              
   350.000                -41.694                  0.124                  0.429              
   300.000                -51.119                  0.054                  0.423              
   250.000                -61.975                  0.020                  0.610              
   200.000                -70.223                  0.003                  0.771              
   150.000                -68.244                  0.001                  0.634              
   100.000                -65.857                  0.001                  0.246              
    80.000                -62.701                  0.001                  0.029              
    60.000                -55.574                  0.001                  0.010              
    40.000                -46.340                  0.001                  0.003              
    30.000                -39.586                  0.001                  0.001              
    25.000                -26.811                  0.001                  0.000              
