 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  6.396                  3.928                  0.654              
   950.000                  2.312                  3.747                  0.827              
   900.000                 -1.324                  2.911                  0.764              
   850.000                 -4.755                  2.031                  0.707              
   800.000                 -8.280                  1.331                  0.608              
   750.000                -11.933                  0.753                  0.489              
   700.000                -15.773                  0.382                  0.400              
   650.000                -20.108                  0.195                  0.361              
   600.000                -24.982                  0.104                  0.359              
   550.000                -30.422                  0.062                  0.388              
   500.000                -36.408                  0.039                  0.482              
   450.000                -42.955                  0.027                  0.691              
   400.000                -50.174                  0.018                  1.014              
   350.000                -58.284                  0.014                  1.006              
   300.000                -67.283                  0.008                  1.006              
   250.000                -73.285                  0.004                  0.996              
   200.000                -72.613                  0.001                  0.251              
   150.000                -73.946                  0.001                  0.163              
   100.000                -73.472                  0.001                  0.107              
    80.000                -71.435                  0.001                  0.074              
    60.000                -64.597                  0.001                  0.033              
    40.000                -53.871                  0.001                  0.010              
    30.000                -44.417                  0.001                  0.005              
    25.000                -26.022                  0.001                  0.001              
