 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.965                  2.982                  0.628              
   950.000                 -1.134                  2.822                  0.802              
   900.000                 -4.920                  2.005                  0.726              
   850.000                 -8.475                  1.339                  0.633              
   800.000                -12.129                  0.850                  0.523              
   750.000                -15.924                  0.480                  0.383              
   700.000                -19.985                  0.230                  0.268              
   650.000                -24.394                  0.106                  0.198              
   600.000                -29.249                  0.057                  0.158              
   550.000                -34.646                  0.025                  0.123              
   500.000                -40.688                  0.019                  0.159              
   450.000                -47.353                  0.016                  0.265              
   400.000                -54.669                  0.014                  0.468              
   350.000                -62.754                  0.013                  0.945              
   300.000                -71.339                  0.004                  1.005              
   250.000                -74.972                  0.003                  1.001              
   200.000                -73.602                  0.001                  0.194              
   150.000                -74.157                  0.001                  0.157              
   100.000                -72.288                  0.001                  0.082              
    80.000                -68.811                  0.001                  0.041              
    60.000                -61.059                  0.001                  0.011              
    40.000                -50.767                  0.001                  0.002              
    30.000                -42.494                  0.001                  0.001              
    25.000                -26.078                  0.001                  0.000              
