 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.123                  3.024                  0.659              
   950.000                 -0.974                  2.866                  0.831              
   900.000                 -4.745                  2.039                  0.741              
   850.000                 -8.293                  1.358                  0.661              
   800.000                -11.934                  0.853                  0.556              
   750.000                -15.711                  0.471                  0.425              
   700.000                -19.728                  0.250                  0.320              
   650.000                -24.196                  0.129                  0.252              
   600.000                -29.083                  0.062                  0.210              
   550.000                -34.442                  0.026                  0.181              
   500.000                -40.475                  0.020                  0.211              
   450.000                -47.140                  0.017                  0.320              
   400.000                -54.457                  0.014                  0.499              
   350.000                -62.549                  0.014                  0.792              
   300.000                -71.153                  0.005                  0.920              
   250.000                -74.885                  0.003                  0.988              
   200.000                -73.418                  0.001                  0.272              
   150.000                -73.935                  0.001                  0.133              
   100.000                -72.125                  0.001                  0.065              
    80.000                -68.685                  0.001                  0.034              
    60.000                -60.975                  0.001                  0.010              
    40.000                -50.707                  0.001                  0.002              
    30.000                -42.456                  0.001                  0.001              
    25.000                -26.087                  0.001                  0.000              
