  N levels =   24          CBMF=    20.922     SST=    7.77 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     4.625       3.350465     0.048    0.00       0.894
    950.0     0.538       3.176610     0.051    0.00       1.333
    900.0    -3.289       2.367516     0.053    0.00       1.382
    850.0    -6.836       1.627206     0.056    0.00       1.506
    800.0   -10.442       1.023551     0.057    0.00       1.644
    750.0   -14.126       0.514307     0.059    0.00       1.603
    700.0   -17.996       0.259446     0.060    0.00       1.500
    650.0   -22.414       0.126497     0.061    0.00       1.327
    600.0   -27.255       0.059193     0.063    0.00       1.123
    550.0   -32.635       0.027344     0.066    0.00       0.770
    500.0   -38.668       0.019707     0.069    0.00       0.564
    450.0   -45.307       0.016821     0.073    0.00       0.541
    400.0   -52.579       0.012591     0.077    0.00       0.381
    350.0   -60.673       0.010781     0.085    0.00       0.365
    300.0   -69.697       0.005721     0.096    0.00       0.072
    250.0   -74.290       0.003391     0.117    0.00       0.013
    200.0   -73.108       0.001000     0.153    0.00       0.000
    150.0   -74.139       0.001000     0.202    0.00       0.002
    100.0   -73.186       0.001000     0.405    0.00       0.001
     80.0   -70.592       0.001000     0.755    0.00      -0.003
     60.0   -64.142       0.001000     2.042    0.00      -0.012
     40.0   -55.485       0.001000     5.238    0.00      -0.025
     30.0   -48.994       0.001000     8.440    0.00      -0.034
     25.0   -37.488       0.001000    10.124    0.00      -0.051
