 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.016                  2.997                  0.625              
   950.000                 -1.082                  2.837                  0.797              
   900.000                 -4.864                  2.020                  0.733              
   850.000                 -8.416                  1.351                  0.640              
   800.000                -12.072                  0.857                  0.528              
   750.000                -15.867                  0.465                  0.388              
   700.000                -19.891                  0.218                  0.275              
   650.000                -24.292                  0.110                  0.209              
   600.000                -29.172                  0.061                  0.174              
   550.000                -34.574                  0.025                  0.143              
   500.000                -40.614                  0.019                  0.181              
   450.000                -47.281                  0.016                  0.296              
   400.000                -54.599                  0.014                  0.520              
   350.000                -62.688                  0.013                  0.945              
   300.000                -71.277                  0.004                  1.000              
   250.000                -74.951                  0.003                  1.000              
   200.000                -73.575                  0.001                  0.207              
   150.000                -74.130                  0.001                  0.166              
   100.000                -72.264                  0.001                  0.089              
    80.000                -68.791                  0.001                  0.046              
    60.000                -61.040                  0.001                  0.013              
    40.000                -50.751                  0.001                  0.003              
    30.000                -42.484                  0.001                  0.001              
    25.000                -26.081                  0.001                  0.000              
