  N levels =   24          CBMF=    21.100     SST=    7.77 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     4.616       3.344159     0.048    0.00       0.951
    950.0     0.528       3.170382     0.051    0.00       1.362
    900.0    -3.314       2.364130     0.053    0.00       1.397
    850.0    -6.878       1.638375     0.056    0.00       1.506
    800.0   -10.495       1.035614     0.057    0.00       1.641
    750.0   -14.179       0.510382     0.059    0.00       1.609
    700.0   -18.031       0.225391     0.060    0.00       1.509
    650.0   -22.378       0.121757     0.061    0.00       1.338
    600.0   -27.245       0.070813     0.063    0.00       1.133
    550.0   -32.619       0.026064     0.066    0.00       0.805
    500.0   -38.608       0.018286     0.069    0.00       0.619
    450.0   -45.240       0.016965     0.073    0.00       0.605
    400.0   -52.546       0.015886     0.077    0.00       0.459
    350.0   -60.720       0.016910     0.085    0.00       0.412
    300.0   -69.702       0.005674     0.096    0.00       0.133
    250.0   -74.290       0.003390     0.117    0.00       0.026
    200.0   -73.111       0.001000     0.153    0.00       0.013
    150.0   -74.142       0.001000     0.202    0.00       0.001
    100.0   -73.188       0.001000     0.405    0.00       0.000
     80.0   -70.594       0.001000     0.755    0.00      -0.002
     60.0   -64.143       0.001000     2.042    0.00      -0.010
     40.0   -55.487       0.001000     5.238    0.00      -0.019
     30.0   -48.995       0.001000     8.440    0.00      -0.026
     25.0   -37.490       0.001000    10.124    0.00      -0.041
