 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.258                  3.258                  0.631              
   950.000                  0.174                  3.086                  0.800              
   900.000                 -3.659                  2.279                  0.751              
   850.000                 -7.213                  1.565                  0.672              
   800.000                -10.826                  0.988                  0.568              
   750.000                -14.527                  0.505                  0.431              
   700.000                -18.447                  0.275                  0.332              
   650.000                -22.888                  0.121                  0.273              
   600.000                -27.704                  0.059                  0.256              
   550.000                -33.084                  0.028                  0.252              
   500.000                -39.105                  0.020                  0.306              
   450.000                -45.735                  0.017                  0.452              
   400.000                -53.001                  0.014                  0.712              
   350.000                -61.099                  0.013                  0.929              
   300.000                -70.083                  0.005                  0.999              
   250.000                -74.474                  0.003                  0.998              
   200.000                -73.168                  0.001                  0.193              
   150.000                -74.127                  0.001                  0.170              
   100.000                -72.846                  0.001                  0.105              
    80.000                -69.676                  0.001                  0.065              
    60.000                -61.713                  0.001                  0.024              
    40.000                -51.006                  0.001                  0.006              
    30.000                -42.519                  0.001                  0.003              
    25.000                -26.005                  0.001                  0.001              
