 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.982                  2.988                  0.626              
   950.000                 -1.115                  2.828                  0.800              
   900.000                 -4.900                  2.006                  0.726              
   850.000                 -8.458                  1.341                  0.633              
   800.000                -12.118                  0.843                  0.522              
   750.000                -15.889                  0.449                  0.381              
   700.000                -19.891                  0.236                  0.266              
   650.000                -24.360                  0.129                  0.198              
   600.000                -29.267                  0.063                  0.159              
   550.000                -34.643                  0.025                  0.125              
   500.000                -40.679                  0.020                  0.163              
   450.000                -47.342                  0.017                  0.272              
   400.000                -54.655                  0.014                  0.485              
   350.000                -62.736                  0.013                  0.955              
   300.000                -71.318                  0.004                  1.005              
   250.000                -74.969                  0.003                  1.000              
   200.000                -73.598                  0.001                  0.197              
   150.000                -74.152                  0.001                  0.161              
   100.000                -72.283                  0.001                  0.084              
    80.000                -68.807                  0.001                  0.042              
    60.000                -61.054                  0.001                  0.011              
    40.000                -50.762                  0.001                  0.002              
    30.000                -42.491                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
