 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.968                  2.983                  0.639              
   950.000                 -1.130                  2.823                  0.814              
   900.000                 -4.917                  2.003                  0.730              
   850.000                 -8.474                  1.338                  0.641              
   800.000                -12.128                  0.844                  0.534              
   750.000                -15.903                  0.472                  0.398              
   700.000                -19.955                  0.243                  0.287              
   650.000                -24.410                  0.118                  0.217              
   600.000                -29.276                  0.055                  0.175              
   550.000                -34.647                  0.025                  0.139              
   500.000                -40.689                  0.019                  0.172              
   450.000                -47.352                  0.016                  0.276              
   400.000                -54.667                  0.014                  0.468              
   350.000                -62.752                  0.013                  0.888              
   300.000                -71.336                  0.004                  0.971              
   250.000                -74.971                  0.003                  1.017              
   200.000                -73.601                  0.001                  0.230              
   150.000                -74.156                  0.001                  0.148              
   100.000                -72.287                  0.001                  0.075              
    80.000                -68.811                  0.001                  0.038              
    60.000                -61.058                  0.001                  0.010              
    40.000                -50.766                  0.001                  0.002              
    30.000                -42.493                  0.001                  0.001              
    25.000                -26.078                  0.001                  0.000              
