  N levels =   24          CBMF=    21.007     SST=    7.02 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.607       3.157319     0.048    0.00       1.085
    950.0    -0.492       2.998710     0.051    0.00       1.453
    900.0    -4.227       2.161788     0.053    0.00       1.459
    850.0    -7.756       1.451420     0.056    0.00       1.520
    800.0   -11.364       0.918650     0.057    0.00       1.626
    750.0   -15.139       0.524777     0.059    0.00       1.597
    700.0   -19.170       0.250004     0.060    0.00       1.500
    650.0   -23.523       0.120564     0.061    0.00       1.335
    600.0   -28.372       0.071457     0.063    0.00       1.144
    550.0   -33.767       0.031412     0.066    0.00       0.872
    500.0   -39.785       0.021541     0.069    0.00       0.733
    450.0   -46.455       0.018921     0.073    0.00       0.721
    400.0   -53.778       0.016300     0.077    0.00       0.592
    350.0   -61.874       0.014833     0.085    0.00       0.514
    300.0   -70.608       0.004953     0.096    0.00       0.248
    250.0   -74.550       0.003258     0.117    0.00       0.081
    200.0   -72.788       0.001000     0.153    0.00       0.039
    150.0   -73.302       0.001000     0.202    0.00       0.001
    100.0   -71.598       0.001000     0.405    0.00      -0.005
     80.0   -68.235       0.001000     0.755    0.00      -0.016
     60.0   -60.597       0.001000     2.042    0.00      -0.042
     40.0   -50.461       0.001000     5.238    0.00      -0.075
     30.0   -42.312       0.001000     8.440    0.00      -0.103
     25.0   -26.123       0.001000    10.124    0.00      -0.157
