 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.607                  3.157                  0.650              
   950.000                 -0.492                  2.999                  0.820              
   900.000                 -4.227                  2.162                  0.740              
   850.000                 -7.756                  1.451                  0.667              
   800.000                -11.364                  0.919                  0.558              
   750.000                -15.139                  0.525                  0.416              
   700.000                -19.170                  0.250                  0.305              
   650.000                -23.523                  0.121                  0.233              
   600.000                -28.372                  0.071                  0.195              
   550.000                -33.767                  0.031                  0.178              
   500.000                -39.785                  0.022                  0.218              
   450.000                -46.455                  0.019                  0.361              
   400.000                -53.778                  0.016                  0.589              
   350.000                -61.874                  0.015                  0.828              
   300.000                -70.608                  0.005                  1.020              
   250.000                -74.550                  0.003                  1.004              
   200.000                -72.788                  0.001                  0.162              
   150.000                -73.302                  0.001                  0.127              
   100.000                -71.598                  0.001                  0.074              
    80.000                -68.235                  0.001                  0.040              
    60.000                -60.597                  0.001                  0.012              
    40.000                -50.461                  0.001                  0.003              
    30.000                -42.312                  0.001                  0.001              
    25.000                -26.123                  0.001                  0.000              
