  N levels =   24          CBMF=    20.326     SST=    8.55 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     5.488       3.591016     0.048    0.00       1.140
    950.0     1.399       3.410103     0.051    0.00       1.433
    900.0    -2.377       2.559875     0.053    0.00       1.447
    850.0    -5.874       1.772180     0.056    0.00       1.497
    800.0    -9.390       1.133503     0.057    0.00       1.607
    750.0   -12.988       0.643936     0.059    0.00       1.602
    700.0   -16.866       0.367333     0.060    0.00       1.493
    650.0   -21.241       0.223167     0.061    0.00       1.339
    600.0   -26.077       0.133361     0.063    0.00       1.136
    550.0   -31.423       0.069092     0.066    0.00       0.917
    500.0   -37.402       0.051193     0.069    0.00       0.799
    450.0   -44.188       0.060310     0.073    0.00       0.815
    400.0   -51.614       0.047459     0.077    0.00       0.708
    350.0   -59.821       0.019159     0.085    0.00       0.585
    300.0   -68.526       0.006741     0.096    0.00       0.330
    250.0   -74.039       0.003524     0.117    0.00       0.121
    200.0   -72.532       0.001000     0.153    0.00       0.037
    150.0   -73.506       0.001000     0.202    0.00       0.011
    100.0   -72.665       0.001000     0.405    0.00      -0.001
     80.0   -70.167       0.001000     0.755    0.00      -0.007
     60.0   -63.784       0.001000     2.042    0.00      -0.023
     40.0   -55.210       0.001000     5.238    0.00      -0.045
     30.0   -48.819       0.001000     8.440    0.00      -0.061
     25.0   -37.533       0.001000    10.124    0.00      -0.089
