 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.006                  2.995                  0.661              
   950.000                 -1.091                  2.835                  0.837              
   900.000                 -4.872                  2.016                  0.743              
   850.000                 -8.426                  1.348                  0.662              
   800.000                -12.088                  0.851                  0.562              
   750.000                -15.875                  0.444                  0.440              
   700.000                -19.856                  0.222                  0.338              
   650.000                -24.298                  0.121                  0.273              
   600.000                -29.206                  0.067                  0.231              
   550.000                -34.605                  0.026                  0.197              
   500.000                -40.639                  0.020                  0.223              
   450.000                -47.304                  0.017                  0.313              
   400.000                -54.620                  0.014                  0.475              
   350.000                -62.706                  0.013                  0.807              
   300.000                -71.291                  0.004                  0.874              
   250.000                -74.963                  0.003                  0.924              
   200.000                -73.586                  0.001                  0.288              
   150.000                -74.140                  0.001                  0.227              
   100.000                -72.272                  0.001                  0.112              
    80.000                -68.797                  0.001                  0.033              
    60.000                -61.046                  0.001                  0.009              
    40.000                -50.756                  0.001                  0.002              
    30.000                -42.486                  0.001                  0.001              
    25.000                -26.080                  0.001                  0.000              
