  N levels =   24          CBMF=    19.549     SST=    9.51 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     6.618       3.995394     0.048    0.00       1.716
    950.0     2.529       3.815604     0.051    0.00       1.159
    900.0    -1.163       3.010547     0.053    0.00       1.561
    850.0    -4.661       2.144002     0.056    0.00       1.493
    800.0    -8.195       1.343534     0.057    0.00       1.590
    750.0   -11.720       0.696513     0.059    0.00       1.631
    700.0   -15.542       0.328328     0.060    0.00       1.642
    650.0   -19.796       0.150408     0.061    0.00       1.630
    600.0   -24.530       0.071823     0.063    0.00       1.593
    550.0   -29.825       0.039458     0.066    0.00       1.552
    500.0   -35.738       0.026655     0.069    0.00       1.577
    450.0   -42.324       0.021836     0.073    0.00       1.675
    400.0   -49.647       0.020835     0.077    0.00       1.700
    350.0   -57.866       0.020066     0.085    0.00       1.587
    300.0   -66.927       0.008513     0.096    0.00       1.499
    250.0   -73.336       0.003930     0.117    0.00       1.271
    200.0   -70.245       0.001000     0.153    0.00       0.968
    150.0   -70.511       0.001000     0.202    0.00       0.542
    100.0   -69.108       0.001000     0.405    0.00       0.128
     80.0   -66.086       0.001000     0.755    0.00      -0.012
     60.0   -58.887       0.001000     2.042    0.00      -0.036
     40.0   -49.205       0.001000     5.238    0.00      -0.060
     30.0   -41.537       0.001000     8.440    0.00      -0.079
     25.0   -26.327       0.001000    10.124    0.00      -0.116
