 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 20.672                 11.838                  0.787              
   950.000                 16.479                 11.602                  0.970              
   900.000                 14.391                  8.898                  0.823              
   850.000                 11.622                  7.258                  0.788              
   800.000                  8.865                  5.801                  0.740              
   750.000                  5.921                  4.560                  0.700              
   700.000                  2.688                  3.634                  0.668              
   650.000                 -1.049                  2.763                  0.637              
   600.000                 -4.507                  1.943                  0.602              
   550.000                 -8.522                  1.373                  0.569              
   500.000                -13.341                  0.974                  0.544              
   450.000                -19.077                  0.632                  0.509              
   400.000                -25.793                  0.375                  0.449              
   350.000                -33.690                  0.195                  0.402              
   300.000                -42.988                  0.104                  0.356              
   250.000                -53.922                  0.048                  0.476              
   200.000                -66.812                  0.013                  0.646              
   150.000                -68.585                  0.001                  0.708              
   100.000                -65.412                  0.001                  0.442              
    80.000                -61.508                  0.001                  0.026              
    60.000                -54.415                  0.001                  0.009              
    40.000                -45.451                  0.001                  0.003              
    30.000                -38.985                  0.001                  0.001              
    25.000                -26.963                  0.001                  0.000              
