 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.205                  3.047                  0.647              
   950.000                 -0.892                  2.888                  0.818              
   900.000                 -4.656                  2.059                  0.737              
   850.000                 -8.201                  1.372                  0.657              
   800.000                -11.839                  0.861                  0.548              
   750.000                -15.612                  0.471                  0.410              
   700.000                -19.615                  0.250                  0.297              
   650.000                -24.079                  0.132                  0.225              
   600.000                -28.970                  0.064                  0.185              
   550.000                -34.330                  0.026                  0.160              
   500.000                -40.360                  0.020                  0.196              
   450.000                -47.028                  0.017                  0.326              
   400.000                -54.348                  0.014                  0.540              
   350.000                -62.445                  0.014                  0.851              
   300.000                -71.050                  0.005                  1.002              
   250.000                -74.820                  0.003                  1.005              
   200.000                -73.263                  0.001                  0.167              
   150.000                -73.781                  0.001                  0.139              
   100.000                -71.988                  0.001                  0.073              
    80.000                -68.600                  0.001                  0.039              
    60.000                -60.896                  0.001                  0.011              
    40.000                -50.664                  0.001                  0.003              
    30.000                -42.432                  0.001                  0.001              
    25.000                -26.093                  0.001                  0.000              
