 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.967                  2.984                  0.641              
   950.000                 -1.129                  2.825                  0.815              
   900.000                 -4.916                  2.003                  0.731              
   850.000                 -8.474                  1.339                  0.642              
   800.000                -12.134                  0.842                  0.535              
   750.000                -15.905                  0.451                  0.400              
   700.000                -19.914                  0.238                  0.289              
   650.000                -24.385                  0.126                  0.220              
   600.000                -29.283                  0.062                  0.178              
   550.000                -34.655                  0.025                  0.143              
   500.000                -40.691                  0.019                  0.175              
   450.000                -47.355                  0.016                  0.276              
   400.000                -54.670                  0.014                  0.466              
   350.000                -62.757                  0.013                  0.883              
   300.000                -71.335                  0.004                  0.964              
   250.000                -74.973                  0.003                  1.008              
   200.000                -73.602                  0.001                  0.236              
   150.000                -74.157                  0.001                  0.147              
   100.000                -72.287                  0.001                  0.074              
    80.000                -68.811                  0.001                  0.038              
    60.000                -61.059                  0.001                  0.010              
    40.000                -50.766                  0.001                  0.002              
    30.000                -42.493                  0.001                  0.001              
    25.000                -26.078                  0.001                  0.000              
