  N levels =   24          CBMF=    21.382     SST=    6.56 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.096       3.017908     0.048    0.00       1.201
    950.0    -1.001       2.858935     0.051    0.00       1.501
    900.0    -4.772       2.037305     0.053    0.00       1.556
    850.0    -8.317       1.358454     0.056    0.00       1.559
    800.0   -11.967       0.859644     0.057    0.00       1.626
    750.0   -15.770       0.460208     0.059    0.00       1.604
    700.0   -19.761       0.220809     0.060    0.00       1.522
    650.0   -24.174       0.119235     0.061    0.00       1.406
    600.0   -29.078       0.066237     0.063    0.00       1.256
    550.0   -34.477       0.025994     0.066    0.00       0.987
    500.0   -40.511       0.019908     0.069    0.00       0.887
    450.0   -47.177       0.016978     0.073    0.00       0.895
    400.0   -54.493       0.014481     0.077    0.00       0.804
    350.0   -62.582       0.013616     0.085    0.00       0.758
    300.0   -71.184       0.004553     0.096    0.00       0.456
    250.0   -74.912       0.003079     0.117    0.00       0.318
    200.0   -73.489       0.001000     0.153    0.00       0.190
    150.0   -74.032       0.001000     0.202    0.00       0.071
    100.0   -72.188       0.001000     0.405    0.00      -0.002
     80.0   -68.743       0.001000     0.755    0.00      -0.007
     60.0   -61.003       0.001000     2.042    0.00      -0.020
     40.0   -50.724       0.001000     5.238    0.00      -0.037
     30.0   -42.466       0.001000     8.440    0.00      -0.051
     25.0   -26.085       0.001000    10.124    0.00      -0.079
