  N levels =   24          CBMF=    12.771     SST=   17.14 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    14.432       7.247694     0.048    0.00       1.171
    950.0    10.288       7.056723     0.051    0.00       1.240
    900.0     7.332       5.317211     0.053    0.00       1.221
    850.0     3.943       4.124468     0.056    0.00       1.200
    800.0     0.530       2.957473     0.057    0.00       1.306
    750.0    -2.930       1.993913     0.059    0.00       1.446
    700.0    -6.271       1.179175     0.060    0.00       1.546
    650.0    -9.878       0.639539     0.061    0.00       1.498
    600.0   -13.913       0.322281     0.063    0.00       1.342
    550.0   -18.531       0.156521     0.066    0.00       1.139
    500.0   -23.882       0.079883     0.069    0.00       0.959
    450.0   -30.122       0.053143     0.073    0.00       0.885
    400.0   -37.391       0.065578     0.077    0.00       0.846
    350.0   -45.792       0.134660     0.085    0.00       0.674
    300.0   -55.440       0.040725     0.096    0.00       0.562
    250.0   -66.043       0.011601     0.117    0.00       0.157
    200.0   -62.284       0.001000     0.153    0.00      -0.006
    150.0   -63.807       0.001000     0.202    0.00      -0.016
    100.0   -65.871       0.001000     0.405    0.00      -0.012
     80.0   -66.603       0.001000     0.755    0.00      -0.011
     60.0   -65.470       0.001000     2.042    0.00      -0.013
     40.0   -64.933       0.001000     5.238    0.00      -0.014
     30.0   -67.682       0.001000     8.440    0.00      -0.010
     25.0   -77.306       0.001000    10.124    0.00       0.008
