 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  9.234                  4.881                  0.703              
   950.000                  5.133                  4.702                  0.881              
   900.000                  1.718                  3.499                  0.737              
   850.000                 -1.807                  2.635                  0.681              
   800.000                 -5.072                  1.735                  0.596              
   750.000                 -8.400                  1.051                  0.481              
   700.000                -12.007                  0.659                  0.380              
   650.000                -16.136                  0.435                  0.302              
   600.000                -20.819                  0.270                  0.257              
   550.000                -26.132                  0.177                  0.251              
   500.000                -32.292                  0.146                  0.302              
   450.000                -39.090                  0.101                  0.439              
   400.000                -46.435                  0.050                  0.616              
   350.000                -54.629                  0.026                  0.811              
   300.000                -63.825                  0.013                  1.010              
   250.000                -72.072                  0.005                  1.021              
   200.000                -69.319                  0.001                  0.174              
   150.000                -70.751                  0.001                  0.150              
   100.000                -70.036                  0.001                  0.078              
    80.000                -67.058                  0.001                  0.049              
    60.000                -59.293                  0.001                  0.018              
    40.000                -49.106                  0.001                  0.005              
    30.000                -41.310                  0.001                  0.002              
    25.000                -26.331                  0.001                  0.001              
