  N levels =   24          CBMF=    20.724     SST=    8.36 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     5.277       3.525057     0.048    0.00       0.969
    950.0     1.187       3.347376     0.051    0.00       1.332
    900.0    -2.626       2.517246     0.053    0.00       1.383
    850.0    -6.171       1.763660     0.056    0.00       1.487
    800.0    -9.732       1.123985     0.057    0.00       1.616
    750.0   -13.351       0.576880     0.059    0.00       1.592
    700.0   -17.195       0.324683     0.060    0.00       1.448
    650.0   -21.561       0.146673     0.061    0.00       1.274
    600.0   -26.287       0.102674     0.063    0.00       1.052
    550.0   -31.682       0.059216     0.066    0.00       0.811
    500.0   -37.640       0.031522     0.069    0.00       0.674
    450.0   -44.339       0.043944     0.073    0.00       0.665
    400.0   -51.785       0.057676     0.077    0.00       0.506
    350.0   -60.018       0.017574     0.085    0.00       0.435
    300.0   -68.798       0.006482     0.096    0.00       0.156
    250.0   -74.098       0.003492     0.117    0.00       0.033
    200.0   -72.758       0.001000     0.153    0.00       0.005
    150.0   -73.768       0.001000     0.202    0.00       0.002
    100.0   -72.869       0.001000     0.405    0.00      -0.001
     80.0   -70.315       0.001000     0.755    0.00      -0.009
     60.0   -63.897       0.001000     2.042    0.00      -0.031
     40.0   -55.293       0.001000     5.238    0.00      -0.059
     30.0   -48.868       0.001000     8.440    0.00      -0.081
     25.0   -37.511       0.001000    10.124    0.00      -0.118
