 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.277                  3.525                  0.636              
   950.000                  1.187                  3.347                  0.803              
   900.000                 -2.626                  2.517                  0.751              
   850.000                 -6.171                  1.764                  0.675              
   800.000                 -9.732                  1.124                  0.554              
   750.000                -13.351                  0.577                  0.405              
   700.000                -17.195                  0.325                  0.290              
   650.000                -21.561                  0.147                  0.226              
   600.000                -26.287                  0.103                  0.194              
   550.000                -31.682                  0.059                  0.187              
   500.000                -37.640                  0.032                  0.232              
   450.000                -44.339                  0.044                  0.407              
   400.000                -51.785                  0.058                  0.702              
   350.000                -60.018                  0.018                  0.770              
   300.000                -68.798                  0.006                  1.002              
   250.000                -74.098                  0.003                  0.999              
   200.000                -72.758                  0.001                  0.187              
   150.000                -73.768                  0.001                  0.159              
   100.000                -72.869                  0.001                  0.098              
    80.000                -70.315                  0.001                  0.057              
    60.000                -63.897                  0.001                  0.019              
    40.000                -55.293                  0.001                  0.005              
    30.000                -48.868                  0.001                  0.002              
    25.000                -37.511                  0.001                  0.000              
