  N levels =   24          CBMF=    14.452     SST=   14.59 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    11.790       5.906691     0.048    0.00       1.080
    950.0     7.668       5.713900     0.051    0.00       1.285
    900.0     4.454       4.188395     0.053    0.00       1.289
    850.0     0.978       3.089767     0.056    0.00       1.346
    800.0    -2.469       2.116038     0.057    0.00       1.530
    750.0    -5.560       1.194179     0.059    0.00       1.633
    700.0    -8.981       0.642289     0.060    0.00       1.568
    650.0   -12.806       0.335217     0.061    0.00       1.372
    600.0   -17.212       0.183671     0.063    0.00       1.099
    550.0   -22.347       0.119377     0.066    0.00       0.855
    500.0   -28.282       0.097843     0.069    0.00       0.733
    450.0   -35.017       0.093778     0.073    0.00       0.788
    400.0   -42.507       0.094777     0.077    0.00       0.811
    350.0   -50.840       0.055585     0.085    0.00       0.645
    300.0   -60.136       0.021853     0.096    0.00       0.502
    250.0   -69.971       0.006541     0.117    0.00       0.045
    200.0   -66.539       0.001000     0.153    0.00       0.004
    150.0   -67.768       0.001000     0.202    0.00      -0.007
    100.0   -69.018       0.001000     0.405    0.00      -0.005
     80.0   -69.083       0.001000     0.755    0.00      -0.005
     60.0   -67.009       0.001000     2.042    0.00      -0.008
     40.0   -64.707       0.001000     5.238    0.00      -0.011
     30.0   -65.231       0.001000     8.440    0.00      -0.010
     25.0   -70.159       0.001000    10.124    0.00      -0.005
