 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 11.790                  5.907                  0.679              
   950.000                  7.668                  5.714                  0.851              
   900.000                  4.454                  4.188                  0.725              
   850.000                  0.978                  3.090                  0.653              
   800.000                 -2.469                  2.116                  0.561              
   750.000                 -5.560                  1.194                  0.402              
   700.000                 -8.981                  0.642                  0.280              
   650.000                -12.806                  0.335                  0.197              
   600.000                -17.212                  0.184                  0.151              
   550.000                -22.347                  0.119                  0.144              
   500.000                -28.282                  0.098                  0.185              
   450.000                -35.017                  0.094                  0.305              
   400.000                -42.507                  0.095                  0.594              
   350.000                -50.840                  0.056                  0.868              
   300.000                -60.136                  0.022                  0.939              
   250.000                -69.971                  0.007                  1.000              
   200.000                -66.539                  0.001                  0.081              
   150.000                -67.768                  0.001                  0.069              
   100.000                -69.018                  0.001                  0.055              
    80.000                -69.083                  0.001                  0.044              
    60.000                -67.009                  0.001                  0.025              
    40.000                -64.707                  0.001                  0.012              
    30.000                -65.231                  0.001                  0.009              
    25.000                -70.159                  0.001                  0.016              
