  N levels =   24          CBMF=     6.881     SST=   40.41 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    38.910      36.355171     0.048    0.00       2.204
    950.0    34.574      36.118771     0.051    0.00      -0.580
    900.0    33.479      31.818256     0.053    0.00       0.859
    850.0    31.187      28.986168     0.056    0.00       0.854
    800.0    29.087      25.748606     0.057    0.00       1.139
    750.0    27.042      22.538578     0.059    0.00       1.412
    700.0    25.058      19.536903     0.060    0.00       1.690
    650.0    23.034      16.909761     0.061    0.00       1.982
    600.0    20.831      14.781007     0.063    0.00       2.224
    550.0    18.256      13.259817     0.066    0.00       2.425
    500.0    15.035      12.410820     0.069    0.00       2.596
    450.0    10.777      12.162774     0.073    0.00       2.808
    400.0     5.101      12.251385     0.077    0.00       3.099
    350.0     0.996       6.972125     0.085    0.00       2.431
    300.0    -4.410       4.659511     0.096    0.00       3.074
    250.0   -11.603       3.807597     0.117    0.00       2.735
    200.0   -19.190       1.109336     0.153    0.00       2.616
    150.0   -33.727       0.642274     0.202    0.00       1.271
    100.0   -55.059       0.132283     0.405    0.00       0.426
     80.0   -65.175       0.001000     0.755    0.00      -0.114
     60.0   -57.143       0.001000     2.042    0.00      -0.320
     40.0   -47.864       0.001000     5.238    0.00      -0.506
     30.0   -40.454       0.001000     8.440    0.00      -0.654
     25.0   -26.787       0.001000    10.124    0.00      -0.927
