  N levels =   24          CBMF=    21.434     SST=    6.53 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.059       3.007891     0.048    0.00       1.236
    950.0    -1.038       2.848667     0.051    0.00       1.410
    900.0    -4.812       2.029085     0.053    0.00       1.547
    850.0    -8.359       1.354661     0.056    0.00       1.553
    800.0   -12.014       0.859498     0.057    0.00       1.637
    750.0   -15.818       0.463544     0.059    0.00       1.629
    700.0   -19.824       0.214937     0.060    0.00       1.559
    650.0   -24.220       0.114598     0.061    0.00       1.454
    600.0   -29.120       0.063987     0.063    0.00       1.312
    550.0   -34.524       0.025633     0.066    0.00       1.057
    500.0   -40.560       0.019772     0.069    0.00       0.972
    450.0   -47.227       0.016833     0.073    0.00       0.985
    400.0   -54.543       0.014367     0.077    0.00       0.907
    350.0   -62.632       0.013552     0.085    0.00       0.884
    300.0   -71.229       0.004521     0.096    0.00       0.619
    250.0   -74.939       0.003066     0.117    0.00       0.523
    200.0   -73.557       0.001000     0.153    0.00       0.348
    150.0   -74.112       0.001000     0.202    0.00       0.213
    100.0   -72.249       0.001000     0.405    0.00       0.044
     80.0   -68.777       0.001000     0.755    0.00      -0.006
     60.0   -61.027       0.001000     2.042    0.00      -0.017
     40.0   -50.741       0.001000     5.238    0.00      -0.032
     30.0   -42.477       0.001000     8.440    0.00      -0.044
     25.0   -26.082       0.001000    10.124    0.00      -0.068
