  N levels =   24          CBMF=    20.778     SST=    7.33 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     4.126       3.213556     0.048    0.00       0.988
    950.0     0.044       3.040527     0.051    0.00       1.378
    900.0    -3.771       2.233580     0.053    0.00       1.414
    850.0    -7.290       1.517396     0.056    0.00       1.499
    800.0   -10.902       0.982255     0.057    0.00       1.614
    750.0   -14.674       0.570590     0.059    0.00       1.572
    700.0   -18.679       0.276530     0.060    0.00       1.452
    650.0   -23.042       0.142892     0.061    0.00       1.287
    600.0   -27.904       0.067473     0.063    0.00       1.088
    550.0   -33.254       0.033296     0.066    0.00       0.805
    500.0   -39.301       0.023886     0.069    0.00       0.649
    450.0   -45.994       0.020545     0.073    0.00       0.627
    400.0   -53.283       0.015702     0.077    0.00       0.462
    350.0   -61.338       0.013045     0.085    0.00       0.431
    300.0   -70.234       0.005213     0.096    0.00       0.153
    250.0   -74.484       0.003291     0.117    0.00       0.080
    200.0   -73.003       0.001000     0.153    0.00       0.005
    150.0   -73.726       0.001000     0.202    0.00       0.004
    100.0   -72.111       0.001000     0.405    0.00      -0.007
     80.0   -68.712       0.001000     0.755    0.00      -0.030
     60.0   -60.862       0.001000     2.042    0.00      -0.082
     40.0   -50.537       0.001000     5.238    0.00      -0.151
     30.0   -42.315       0.001000     8.440    0.00      -0.206
     25.0   -26.083       0.001000    10.124    0.00      -0.313
