  N levels =   24          CBMF=    20.997     SST=    7.81 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     4.658       3.372725     0.048    0.00       0.995
    950.0     0.573       3.198678     0.051    0.00       1.363
    900.0    -3.252       2.384675     0.053    0.00       1.402
    850.0    -6.810       1.656179     0.056    0.00       1.483
    800.0   -10.416       1.049812     0.057    0.00       1.593
    750.0   -14.085       0.522217     0.059    0.00       1.555
    700.0   -17.920       0.254498     0.060    0.00       1.433
    650.0   -22.304       0.140512     0.061    0.00       1.269
    600.0   -27.163       0.074274     0.063    0.00       1.068
    550.0   -32.497       0.027558     0.066    0.00       0.802
    500.0   -38.470       0.019451     0.069    0.00       0.659
    450.0   -45.113       0.019511     0.073    0.00       0.640
    400.0   -52.459       0.020951     0.077    0.00       0.477
    350.0   -60.678       0.017618     0.085    0.00       0.448
    300.0   -69.624       0.005740     0.096    0.00       0.186
    250.0   -74.335       0.003369     0.117    0.00       0.111
    200.0   -72.979       0.001000     0.153    0.00      -0.002
    150.0   -73.936       0.001000     0.202    0.00       0.008
    100.0   -72.673       0.001000     0.405    0.00      -0.005
     80.0   -69.512       0.001000     0.755    0.00      -0.036
     60.0   -61.556       0.001000     2.042    0.00      -0.116
     40.0   -50.878       0.001000     5.238    0.00      -0.223
     30.0   -42.436       0.001000     8.440    0.00      -0.307
     25.0   -26.027       0.001000    10.124    0.00      -0.471
