 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.658                  3.373                  0.637              
   950.000                  0.573                  3.199                  0.806              
   900.000                 -3.252                  2.385                  0.758              
   850.000                 -6.810                  1.656                  0.680              
   800.000                -10.416                  1.050                  0.573              
   750.000                -14.085                  0.522                  0.436              
   700.000                -17.920                  0.254                  0.334              
   650.000                -22.304                  0.141                  0.278              
   600.000                -27.163                  0.074                  0.258              
   550.000                -32.497                  0.028                  0.261              
   500.000                -38.470                  0.019                  0.321              
   450.000                -45.113                  0.020                  0.488              
   400.000                -52.459                  0.021                  0.793              
   350.000                -60.678                  0.018                  0.908              
   300.000                -69.624                  0.006                  1.000              
   250.000                -74.335                  0.003                  0.998              
   200.000                -72.979                  0.001                  0.188              
   150.000                -73.936                  0.001                  0.167              
   100.000                -72.673                  0.001                  0.103              
    80.000                -69.512                  0.001                  0.064              
    60.000                -61.556                  0.001                  0.023              
    40.000                -50.878                  0.001                  0.006              
    30.000                -42.436                  0.001                  0.003              
    25.000                -26.027                  0.001                  0.001              
