  N levels =   24          CBMF=    21.531     SST=    6.51 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.026       3.000530     0.048    0.00       0.947
    950.0    -1.072       2.840950     0.051    0.00       1.427
    900.0    -4.853       2.020917     0.053    0.00       1.445
    850.0    -8.409       1.352072     0.056    0.00       1.515
    800.0   -12.068       0.850809     0.057    0.00       1.614
    750.0   -15.843       0.439473     0.059    0.00       1.592
    700.0   -19.817       0.227723     0.060    0.00       1.489
    650.0   -24.280       0.125431     0.061    0.00       1.338
    600.0   -29.187       0.066329     0.063    0.00       1.145
    550.0   -34.574       0.025465     0.066    0.00       0.780
    500.0   -40.605       0.019318     0.069    0.00       0.628
    450.0   -47.270       0.016385     0.073    0.00       0.588
    400.0   -54.587       0.013999     0.077    0.00       0.463
    350.0   -62.674       0.013140     0.085    0.00       0.420
    300.0   -71.266       0.004497     0.096    0.00       0.143
    250.0   -74.947       0.003062     0.117    0.00       0.045
    200.0   -73.568       0.001000     0.153    0.00       0.023
    150.0   -74.124       0.001000     0.202    0.00       0.002
    100.0   -72.259       0.001000     0.405    0.00      -0.002
     80.0   -68.786       0.001000     0.755    0.00      -0.009
     60.0   -61.037       0.001000     2.042    0.00      -0.024
     40.0   -50.748       0.001000     5.238    0.00      -0.044
     30.0   -42.482       0.001000     8.440    0.00      -0.061
     25.0   -26.081       0.001000    10.124    0.00      -0.095
