  N levels =   24          CBMF=    21.599     SST=    6.46 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     2.972       2.986061     0.048    0.00       0.981
    950.0    -1.126       2.826355     0.051    0.00       1.457
    900.0    -4.911       2.009543     0.053    0.00       1.470
    850.0    -8.467       1.344187     0.056    0.00       1.521
    800.0   -12.128       0.849826     0.057    0.00       1.607
    750.0   -15.920       0.446793     0.059    0.00       1.587
    700.0   -19.913       0.217245     0.060    0.00       1.494
    650.0   -24.341       0.116025     0.061    0.00       1.359
    600.0   -29.239       0.063660     0.063    0.00       1.174
    550.0   -34.639       0.024991     0.066    0.00       0.807
    500.0   -40.675       0.019161     0.069    0.00       0.662
    450.0   -47.340       0.016211     0.073    0.00       0.625
    400.0   -54.656       0.013861     0.077    0.00       0.510
    350.0   -62.742       0.013029     0.085    0.00       0.464
    300.0   -71.327       0.004455     0.096    0.00       0.184
    250.0   -74.968       0.003052     0.117    0.00       0.095
    200.0   -73.597       0.001000     0.153    0.00       0.030
    150.0   -74.152       0.001000     0.202    0.00       0.012
    100.0   -72.283       0.001000     0.405    0.00      -0.001
     80.0   -68.807       0.001000     0.755    0.00      -0.006
     60.0   -61.056       0.001000     2.042    0.00      -0.017
     40.0   -50.764       0.001000     5.238    0.00      -0.031
     30.0   -42.492       0.001000     8.440    0.00      -0.043
     25.0   -26.079       0.001000    10.124    0.00      -0.068
