 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.981                  2.989                  0.652              
   950.000                 -1.116                  2.829                  0.828              
   900.000                 -4.901                  2.011                  0.738              
   850.000                 -8.456                  1.345                  0.653              
   800.000                -12.117                  0.850                  0.549              
   750.000                -15.907                  0.446                  0.422              
   700.000                -19.897                  0.218                  0.317              
   650.000                -24.328                  0.117                  0.249              
   600.000                -29.231                  0.064                  0.207              
   550.000                -34.633                  0.025                  0.172              
   500.000                -40.671                  0.020                  0.201              
   450.000                -47.336                  0.017                  0.295              
   400.000                -54.651                  0.014                  0.467              
   350.000                -62.734                  0.013                  0.839              
   300.000                -71.316                  0.004                  0.904              
   250.000                -74.969                  0.003                  0.949              
   200.000                -73.597                  0.001                  0.274              
   150.000                -74.151                  0.001                  0.201              
   100.000                -72.282                  0.001                  0.092              
    80.000                -68.806                  0.001                  0.035              
    60.000                -61.054                  0.001                  0.010              
    40.000                -50.762                  0.001                  0.002              
    30.000                -42.491                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
