 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.001                  2.993                  0.665              
   950.000                 -1.096                  2.834                  0.841              
   900.000                 -4.878                  2.014                  0.748              
   850.000                 -8.433                  1.347                  0.669              
   800.000                -12.095                  0.850                  0.571              
   750.000                -15.880                  0.442                  0.453              
   700.000                -19.859                  0.223                  0.354              
   650.000                -24.307                  0.122                  0.290              
   600.000                -29.217                  0.067                  0.248              
   550.000                -34.614                  0.026                  0.214              
   500.000                -40.648                  0.020                  0.239              
   450.000                -47.313                  0.017                  0.322              
   400.000                -54.628                  0.014                  0.474              
   350.000                -62.714                  0.013                  0.803              
   300.000                -71.297                  0.004                  0.857              
   250.000                -74.965                  0.003                  0.898              
   200.000                -73.589                  0.001                  0.276              
   150.000                -74.143                  0.001                  0.238              
   100.000                -72.275                  0.001                  0.148              
    80.000                -68.800                  0.001                  0.032              
    60.000                -61.048                  0.001                  0.009              
    40.000                -50.757                  0.001                  0.002              
    30.000                -42.487                  0.001                  0.001              
    25.000                -26.080                  0.001                  0.000              
