 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 35.228                 29.055                  0.803              
   950.000                 30.926                 28.789                  0.981              
   900.000                 29.543                 24.740                  0.864              
   850.000                 27.014                 22.216                  0.856              
   800.000                 24.729                 19.834                  0.829              
   750.000                 22.402                 17.687                  0.797              
   700.000                 20.033                 15.661                  0.760              
   650.000                 17.578                 13.700                  0.724              
   600.000                 14.941                 11.828                  0.693              
   550.000                 11.987                 10.130                  0.672              
   500.000                  8.540                  8.660                  0.612              
   450.000                  4.355                  7.331                  0.579              
   400.000                 -0.648                  5.268                  0.584              
   350.000                 -5.610                  3.163                  0.470              
   300.000                -11.827                  2.060                  0.429              
   250.000                -18.560                  0.563                  0.398              
   200.000                -29.263                  0.300                  0.243              
   150.000                -44.843                  0.168                  0.375              
   100.000                -66.447                  0.028                  1.064              
    80.000                -63.699                  0.001                  0.122              
    60.000                -54.835                  0.001                  0.017              
    40.000                -46.181                  0.001                  0.007              
    30.000                -39.539                  0.001                  0.004              
    25.000                -27.140                  0.001                  0.001              
