  N levels =   24          CBMF=     8.500     SST=   37.00 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    35.228      29.054958     0.048    0.00       1.815
    950.0    30.926      28.788866     0.051    0.00      -0.001
    900.0    29.543      24.740021     0.053    0.00       1.233
    850.0    27.014      22.216034     0.056    0.00       1.325
    800.0    24.729      19.834484     0.057    0.00       1.667
    750.0    22.402      17.687132     0.059    0.00       1.881
    700.0    20.033      15.661318     0.060    0.00       2.019
    650.0    17.578      13.699708     0.061    0.00       2.091
    600.0    14.941      11.827516     0.063    0.00       2.140
    550.0    11.987      10.129816     0.066    0.00       2.198
    500.0     8.540       8.659522     0.069    0.00       2.186
    450.0     4.355       7.330956     0.073    0.00       2.273
    400.0    -0.648       5.268355     0.077    0.00       2.577
    350.0    -5.610       3.163053     0.085    0.00       2.582
    300.0   -11.827       2.060441     0.096    0.00       2.744
    250.0   -18.560       0.562594     0.117    0.00       3.214
    200.0   -29.263       0.300200     0.153    0.00       2.597
    150.0   -44.843       0.167737     0.202    0.00       2.315
    100.0   -66.447       0.027554     0.405    0.00       1.108
     80.0   -63.699       0.001000     0.755    0.00      -0.164
     60.0   -54.835       0.001000     2.042    0.00      -0.366
     40.0   -46.181       0.001000     5.238    0.00      -0.539
     30.0   -39.539       0.001000     8.440    0.00      -0.672
     25.0   -27.140       0.001000    10.124    0.00      -0.920
