 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  9.640                  5.010                  0.683              
   950.000                  5.531                  4.842                  0.858              
   900.000                  2.076                  3.699                  0.732              
   850.000                 -1.592                  2.897                  0.684              
   800.000                 -4.951                  1.860                  0.596              
   750.000                 -8.210                  1.005                  0.468              
   700.000                -11.846                  0.520                  0.380              
   650.000                -15.854                  0.259                  0.332              
   600.000                -20.322                  0.123                  0.323              
   550.000                -25.383                  0.061                  0.354              
   500.000                -31.216                  0.053                  0.442              
   450.000                -37.951                  0.117                  0.626              
   400.000                -45.543                  0.143                  0.916              
   350.000                -53.961                  0.042                  1.125              
   300.000                -63.191                  0.014                  1.067              
   250.000                -71.795                  0.005                  0.998              
   200.000                -70.368                  0.001                  0.216              
   150.000                -72.737                  0.001                  0.144              
   100.000                -73.054                  0.001                  0.103              
    80.000                -71.463                  0.001                  0.074              
    60.000                -65.563                  0.001                  0.034              
    40.000                -56.629                  0.001                  0.011              
    30.000                -49.588                  0.001                  0.005              
    25.000                -37.446                  0.001                  0.002              
