 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 26.113                 16.911                  0.789              
   950.000                 21.872                 16.647                  0.972              
   900.000                 20.162                 13.401                  0.825              
   850.000                 17.628                 11.476                  0.793              
   800.000                 15.197                  9.627                  0.753              
   750.000                 12.735                  8.065                  0.721              
   700.000                  9.966                  6.710                  0.688              
   650.000                  6.866                  5.515                  0.643              
   600.000                  3.262                  4.514                  0.582              
   550.000                 -1.039                  3.663                  0.539              
   500.000                 -5.211                  2.913                  0.516              
   450.000                 -9.979                  1.812                  0.490              
   400.000                -15.572                  1.042                  0.470              
   350.000                -22.459                  0.480                  0.413              
   300.000                -30.893                  0.235                  0.283              
   250.000                -41.397                  0.147                  0.427              
   200.000                -54.456                  0.080                  0.673              
   150.000                -69.358                  0.011                  0.994              
   100.000                -70.947                  0.001                  0.458              
    80.000                -66.522                  0.001                  0.051              
    60.000                -58.886                  0.001                  0.022              
    40.000                -48.942                  0.001                  0.008              
    30.000                -41.098                  0.001                  0.004              
    25.000                -26.780                  0.001                  0.001              
