 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.966                  2.982                  0.622              
   950.000                 -1.133                  2.823                  0.796              
   900.000                 -4.918                  2.005                  0.725              
   850.000                 -8.472                  1.340                  0.629              
   800.000                -12.127                  0.851                  0.519              
   750.000                -15.923                  0.478                  0.378              
   700.000                -19.980                  0.227                  0.263              
   650.000                -24.386                  0.105                  0.195              
   600.000                -29.245                  0.057                  0.158              
   550.000                -34.644                  0.025                  0.120              
   500.000                -40.687                  0.019                  0.156              
   450.000                -47.353                  0.016                  0.258              
   400.000                -54.671                  0.014                  0.466              
   350.000                -62.759                  0.013                  0.966              
   300.000                -71.337                  0.004                  1.001              
   250.000                -74.973                  0.003                  1.000              
   200.000                -73.604                  0.001                  0.207              
   150.000                -74.158                  0.001                  0.168              
   100.000                -72.288                  0.001                  0.087              
    80.000                -68.812                  0.001                  0.043              
    60.000                -61.059                  0.001                  0.012              
    40.000                -50.767                  0.001                  0.002              
    30.000                -42.494                  0.001                  0.001              
    25.000                -26.078                  0.001                  0.000              
