 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 12.143                  6.198                  0.717              
   950.000                  8.021                  5.994                  0.897              
   900.000                  4.933                  4.343                  0.742              
   850.000                  1.526                  3.269                  0.688              
   800.000                 -1.849                  2.302                  0.620              
   750.000                 -4.876                  1.382                  0.528              
   700.000                 -8.278                  0.808                  0.425              
   650.000                -12.101                  0.466                  0.352              
   600.000                -16.519                  0.285                  0.314              
   550.000                -21.680                  0.203                  0.318              
   500.000                -27.641                  0.176                  0.379              
   450.000                -34.364                  0.175                  0.521              
   400.000                -41.764                  0.105                  0.711              
   350.000                -50.044                  0.056                  0.982              
   300.000                -59.365                  0.022                  1.131              
   250.000                -69.649                  0.007                  1.022              
   200.000                -68.558                  0.001                  0.232              
   150.000                -71.494                  0.001                  0.129              
   100.000                -71.662                  0.001                  0.091              
    80.000                -69.612                  0.001                  0.063              
    60.000                -62.623                  0.001                  0.028              
    40.000                -52.037                  0.001                  0.009              
    30.000                -43.168                  0.001                  0.004              
    25.000                -26.317                  0.001                  0.001              
