  N levels =   24          CBMF=    14.255     SST=   15.02 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    12.143       6.198368     0.048    0.00       1.468
    950.0     8.021       5.993742     0.051    0.00       1.626
    900.0     4.933       4.342769     0.053    0.00       1.537
    850.0     1.526       3.269153     0.056    0.00       1.452
    800.0    -1.849       2.302214     0.057    0.00       1.511
    750.0    -4.876       1.381743     0.059    0.00       1.543
    700.0    -8.278       0.807942     0.060    0.00       1.525
    650.0   -12.101       0.466370     0.061    0.00       1.410
    600.0   -16.519       0.285167     0.063    0.00       1.242
    550.0   -21.680       0.203092     0.066    0.00       1.079
    500.0   -27.641       0.176373     0.069    0.00       1.022
    450.0   -34.364       0.174875     0.073    0.00       1.089
    400.0   -41.764       0.105165     0.077    0.00       1.079
    350.0   -50.044       0.055668     0.085    0.00       0.938
    300.0   -59.365       0.021866     0.096    0.00       0.742
    250.0   -69.649       0.006857     0.117    0.00       0.420
    200.0   -68.558       0.001000     0.153    0.00       0.147
    150.0   -71.494       0.001000     0.202    0.00      -0.033
    100.0   -71.662       0.001000     0.405    0.00      -0.030
     80.0   -69.612       0.001000     0.755    0.00      -0.071
     60.0   -62.623       0.001000     2.042    0.00      -0.211
     40.0   -52.037       0.001000     5.238    0.00      -0.422
     30.0   -43.168       0.001000     8.440    0.00      -0.600
     25.0   -26.317       0.001000    10.124    0.00      -0.937
