 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  7.426                  4.270                  0.715              
   950.000                  3.337                  4.086                  0.893              
   900.000                 -0.251                  3.256                  0.751              
   850.000                 -3.651                  2.314                  0.697              
   800.000                 -7.144                  1.534                  0.607              
   750.000                -10.748                  0.875                  0.501              
   700.000                -14.537                  0.446                  0.415              
   650.000                -18.829                  0.227                  0.351              
   600.000                -23.626                  0.117                  0.307              
   550.000                -28.961                  0.063                  0.288              
   500.000                -34.859                  0.037                  0.313              
   450.000                -41.388                  0.025                  0.409              
   400.000                -48.669                  0.018                  0.516              
   350.000                -56.821                  0.015                  0.607              
   300.000                -65.917                  0.010                  0.778              
   250.000                -73.063                  0.004                  0.950              
   200.000                -69.868                  0.001                  0.438              
   150.000                -70.216                  0.001                  0.137              
   100.000                -68.876                  0.001                  0.053              
    80.000                -65.845                  0.001                  0.032              
    60.000                -58.592                  0.001                  0.011              
    40.000                -48.931                  0.001                  0.003              
    30.000                -41.350                  0.001                  0.001              
    25.000                -26.373                  0.001                  0.000              
