  N levels =   24          CBMF=    21.296     SST=    6.64 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.186       3.042493     0.048    0.00       1.186
    950.0    -0.912       2.883701     0.051    0.00       1.518
    900.0    -4.676       2.058534     0.053    0.00       1.538
    850.0    -8.221       1.373564     0.056    0.00       1.547
    800.0   -11.867       0.864822     0.057    0.00       1.614
    750.0   -15.649       0.453529     0.059    0.00       1.590
    700.0   -19.616       0.232843     0.060    0.00       1.505
    650.0   -24.067       0.129044     0.061    0.00       1.381
    600.0   -28.976       0.067865     0.063    0.00       1.224
    550.0   -34.359       0.026499     0.066    0.00       0.957
    500.0   -40.389       0.020136     0.069    0.00       0.850
    450.0   -47.057       0.017260     0.073    0.00       0.859
    400.0   -54.374       0.014797     0.077    0.00       0.759
    350.0   -62.466       0.013542     0.085    0.00       0.668
    300.0   -71.070       0.004617     0.096    0.00       0.384
    250.0   -74.841       0.003113     0.117    0.00       0.236
    200.0   -73.293       0.001000     0.153    0.00       0.111
    150.0   -73.810       0.001000     0.202    0.00       0.029
    100.0   -72.016       0.001000     0.405    0.00      -0.002
     80.0   -68.617       0.001000     0.755    0.00      -0.009
     60.0   -60.912       0.001000     2.042    0.00      -0.024
     40.0   -50.673       0.001000     5.238    0.00      -0.045
     30.0   -42.436       0.001000     8.440    0.00      -0.061
     25.0   -26.092       0.001000    10.124    0.00      -0.095
