 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 10.520                  5.410                  0.700              
   950.000                  6.409                  5.230                  0.878              
   900.000                  3.111                  3.904                  0.730              
   850.000                 -0.419                  3.027                  0.672              
   800.000                 -3.663                  2.062                  0.598              
   750.000                 -6.991                  1.237                  0.482              
   700.000                -10.481                  0.689                  0.392              
   650.000                -14.520                  0.391                  0.337              
   600.000                -19.142                  0.227                  0.321              
   550.000                -24.413                  0.136                  0.354              
   500.000                -30.314                  0.079                  0.452              
   450.000                -36.872                  0.045                  0.636              
   400.000                -44.242                  0.030                  0.839              
   350.000                -52.534                  0.021                  1.044              
   300.000                -61.890                  0.017                  1.125              
   250.000                -71.130                  0.006                  1.003              
   200.000                -69.529                  0.001                  0.219              
   150.000                -72.150                  0.001                  0.137              
   100.000                -72.193                  0.001                  0.096              
    80.000                -70.117                  0.001                  0.066              
    60.000                -63.150                  0.001                  0.029              
    40.000                -52.517                  0.001                  0.010              
    30.000                -43.494                  0.001                  0.004              
    25.000                -26.241                  0.001                  0.001              
