  N levels =   24          CBMF=    18.121     SST=    9.52 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     6.627       3.995975     0.048    0.00       1.277
    950.0     2.542       3.811766     0.051    0.00       1.535
    900.0    -1.052       2.944708     0.053    0.00       1.503
    850.0    -4.425       2.037784     0.056    0.00       1.510
    800.0    -7.897       1.355956     0.057    0.00       1.602
    750.0   -11.545       0.852755     0.059    0.00       1.601
    700.0   -15.467       0.474735     0.060    0.00       1.513
    650.0   -19.737       0.253622     0.061    0.00       1.368
    600.0   -24.586       0.142568     0.063    0.00       1.183
    550.0   -30.071       0.088879     0.066    0.00       0.993
    500.0   -36.175       0.061365     0.069    0.00       0.908
    450.0   -42.774       0.040238     0.073    0.00       0.926
    400.0   -50.014       0.022791     0.077    0.00       0.828
    350.0   -58.099       0.015640     0.085    0.00       0.688
    300.0   -67.061       0.008212     0.096    0.00       0.470
    250.0   -73.495       0.003837     0.117    0.00       0.179
    200.0   -70.797       0.001000     0.153    0.00       0.070
    150.0   -71.500       0.001000     0.202    0.00      -0.011
    100.0   -70.247       0.001000     0.405    0.00      -0.019
     80.0   -67.081       0.001000     0.755    0.00      -0.040
     60.0   -59.490       0.001000     2.042    0.00      -0.091
     40.0   -49.521       0.001000     5.238    0.00      -0.157
     30.0   -41.692       0.001000     8.440    0.00      -0.210
     25.0   -26.275       0.001000    10.124    0.00      -0.312
