 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.990                  2.990                  0.656              
   950.000                 -1.108                  2.831                  0.832              
   900.000                 -4.892                  2.015                  0.740              
   850.000                 -8.446                  1.347                  0.657              
   800.000                -12.103                  0.854                  0.555              
   750.000                -15.899                  0.459                  0.428              
   700.000                -19.915                  0.214                  0.325              
   650.000                -24.319                  0.110                  0.258              
   600.000                -29.207                  0.061                  0.216              
   550.000                -34.614                  0.025                  0.182              
   500.000                -40.657                  0.020                  0.210              
   450.000                -47.323                  0.017                  0.304              
   400.000                -54.639                  0.014                  0.474              
   350.000                -62.723                  0.013                  0.820              
   300.000                -71.307                  0.004                  0.891              
   250.000                -74.965                  0.003                  0.942              
   200.000                -73.592                  0.001                  0.282              
   150.000                -74.147                  0.001                  0.204              
   100.000                -72.278                  0.001                  0.092              
    80.000                -68.803                  0.001                  0.034              
    60.000                -61.051                  0.001                  0.009              
    40.000                -50.760                  0.001                  0.002              
    30.000                -42.489                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
