 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 26.367                 17.164                  0.792              
   950.000                 22.129                 16.894                  0.974              
   900.000                 20.394                 13.631                  0.836              
   850.000                 17.767                 11.681                  0.812              
   800.000                 15.352                 10.008                  0.775              
   750.000                 12.719                  8.563                  0.746              
   700.000                  9.925                  7.176                  0.716              
   650.000                  7.059                  5.647                  0.681              
   600.000                  3.917                  4.214                  0.636              
   550.000                 -0.046                  3.285                  0.598              
   500.000                 -4.771                  2.588                  0.568              
   450.000                 -9.539                  1.776                  0.522              
   400.000                -15.116                  1.057                  0.480              
   350.000                -21.760                  0.465                  0.436              
   300.000                -30.020                  0.202                  0.332              
   250.000                -40.787                  0.168                  0.386              
   200.000                -53.803                  0.095                  0.470              
   150.000                -68.705                  0.013                  0.879              
   100.000                -68.423                  0.001                  0.644              
    80.000                -61.950                  0.001                  0.031              
    60.000                -53.818                  0.001                  0.011              
    40.000                -44.872                  0.001                  0.004              
    30.000                -38.549                  0.001                  0.002              
    25.000                -27.021                  0.001                  0.001              
