  N levels =   24          CBMF=     7.790     SST=   38.91 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    37.355      32.859840     0.048    0.00       2.154
    950.0    33.039      32.620026     0.051    0.00      -0.586
    900.0    31.747      28.410282     0.053    0.00       0.908
    850.0    29.212      25.777094     0.056    0.00       0.878
    800.0    26.878      23.144806     0.057    0.00       1.156
    750.0    24.532      20.697205     0.059    0.00       1.414
    700.0    22.197      18.374548     0.060    0.00       1.683
    650.0    19.842      16.117903     0.061    0.00       1.975
    600.0    17.406      13.905980     0.063    0.00       2.210
    550.0    14.761      11.813623     0.066    0.00       2.436
    500.0    11.747       9.912542     0.069    0.00       2.643
    450.0     8.100       8.301593     0.073    0.00       2.872
    400.0     3.616       6.809178     0.077    0.00       3.179
    350.0    -1.725       4.667117     0.085    0.00       2.625
    300.0    -7.061       2.647305     0.096    0.00       3.273
    250.0   -15.230       2.097839     0.117    0.00       2.823
    200.0   -23.103       0.234990     0.153    0.00       2.492
    150.0   -38.121       0.112881     0.202    0.00       1.251
    100.0   -61.316       0.057213     0.405    0.00       0.346
     80.0   -59.339       0.001000     0.755    0.00      -0.105
     60.0   -50.502       0.001000     2.042    0.00      -0.226
     40.0   -42.652       0.001000     5.238    0.00      -0.305
     30.0   -37.164       0.001000     8.440    0.00      -0.360
     25.0   -27.211       0.001000    10.124    0.00      -0.459
