 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  9.642                  5.001                  0.697              
   950.000                  5.531                  4.832                  0.874              
   900.000                  2.059                  3.686                  0.734              
   850.000                 -1.612                  2.881                  0.677              
   800.000                 -4.967                  1.844                  0.590              
   750.000                 -8.239                  1.031                  0.468              
   700.000                -11.861                  0.553                  0.358              
   650.000                -15.842                  0.288                  0.282              
   600.000                -20.295                  0.151                  0.241              
   550.000                -25.368                  0.090                  0.240              
   500.000                -31.232                  0.087                  0.295              
   450.000                -38.048                  0.159                  0.437              
   400.000                -45.673                  0.150                  0.644              
   350.000                -54.122                  0.043                  0.813              
   300.000                -63.265                  0.014                  1.039              
   250.000                -71.876                  0.005                  1.009              
   200.000                -69.609                  0.001                  0.173              
   150.000                -71.215                  0.001                  0.119              
   100.000                -71.126                  0.001                  0.085              
    80.000                -68.923                  0.001                  0.057              
    60.000                -62.536                  0.001                  0.023              
    40.000                -54.060                  0.001                  0.007              
    30.000                -48.032                  0.001                  0.003              
    25.000                -37.697                  0.001                  0.001              
