 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.967                  2.984                  0.661              
   950.000                 -1.131                  2.824                  0.837              
   900.000                 -4.916                  2.009                  0.744              
   850.000                 -8.470                  1.343                  0.663              
   800.000                -12.129                  0.852                  0.564              
   750.000                -15.928                  0.461                  0.442              
   700.000                -19.951                  0.215                  0.341              
   650.000                -24.353                  0.109                  0.276              
   600.000                -29.236                  0.060                  0.235              
   550.000                -34.640                  0.025                  0.201              
   500.000                -40.681                  0.019                  0.225              
   450.000                -47.348                  0.016                  0.312              
   400.000                -54.666                  0.014                  0.467              
   350.000                -62.755                  0.013                  0.816              
   300.000                -71.334                  0.004                  0.872              
   250.000                -74.972                  0.003                  0.914              
   200.000                -73.602                  0.001                  0.278              
   150.000                -74.157                  0.001                  0.235              
   100.000                -72.287                  0.001                  0.128              
    80.000                -68.811                  0.001                  0.033              
    60.000                -61.058                  0.001                  0.009              
    40.000                -50.766                  0.001                  0.002              
    30.000                -42.493                  0.001                  0.001              
    25.000                -26.078                  0.001                  0.000              
